-181.377, 23.635, 7.087, 16.186
-181.377, 23.398, 7.111, 16.219
-181.376, 23.160, 7.134, 16.252
-181.376, 22.922, 7.157, 16.285
-181.376, 22.683, 7.181, 16.318
-181.375, 22.443, 7.205, 16.351
-181.375, 22.202, 7.229, 16.384
-181.374, 21.961, 7.253, 16.417
-181.374, 21.718, 7.277, 16.450
-181.374, 21.475, 7.301, 16.483
-181.373, 21.231, 7.325, 16.516
-181.373, 20.987, 7.350, 16.549
-181.373, 20.741, 7.374, 16.582
-181.372, 20.495, 7.398, 16.615
-181.372, 20.247, 7.423, 16.648
-181.371, 19.999, 7.447, 16.681
-181.371, 19.750, 7.472, 16.714
-181.371, 19.501, 7.496, 16.747
-181.370, 19.250, 7.521, 16.780
-181.370, 18.999, 7.545, 16.813
-181.369, 18.747, 7.570, 16.846
-181.369, 18.494, 7.594, 16.879
-181.369, 18.240, 7.619, 16.912
-181.368, 17.986, 7.643, 16.945
-181.368, 17.730, 7.668, 16.978
-181.367, 17.474, 7.693, 17.011
-181.367, 17.217, 7.717, 17.044
-181.366, 16.959, 7.742, 17.077
-181.366, 16.700, 7.767, 17.110
-181.365, 16.441, 7.792, 17.143
-181.365, 16.181, 7.817, 17.176
-181.365, 15.919, 7.843, 17.209
-181.364, 15.657, 7.868, 17.242
-181.364, 15.394, 7.894, 17.275
-181.363, 15.131, 7.919, 17.308
-181.363, 14.866, 7.945, 17.341
-181.362, 14.600, 7.971, 17.374
-181.362, 14.334, 7.997, 17.407
-181.361, 14.067, 8.024, 17.440
-181.361, 13.799, 8.050, 17.473
-181.360, 13.530, 8.076, 17.506
-181.359, 13.260, 8.103, 17.539
-181.359, 12.989, 8.130, 17.572
-181.358, 12.717, 8.156, 17.605
-181.358, 12.445, 8.183, 17.638
-181.357, 12.171, 8.210, 17.671
-181.357, 11.897, 8.237, 17.704
-181.356, 11.622, 8.264, 17.737
-181.356, 11.346, 8.292, 17.770
-181.355, 11.068, 8.319, 17.803
-181.354, 10.790, 8.346, 17.836
-181.354, 10.512, 8.374, 17.869
-181.353, 10.232, 8.401, 17.902
-181.353, 9.951, 8.429, 17.935
-181.352, 9.669, 8.457, 17.968
-181.351, 9.387, 8.485, 18.001
-181.351, 9.103, 8.513, 18.034
-181.350, 8.819, 8.541, 18.067
-181.349, 8.533, 8.569, 18.100
-181.349, 8.247, 8.597, 18.133
-181.348, 7.960, 8.625, 18.166
-181.347, 7.672, 8.653, 18.199
-181.347, 7.382, 8.682, 18.232
-181.346, 7.092, 8.710, 18.265
-181.345, 6.801, 8.739, 18.298
-181.345, 6.509, 8.767, 18.331
-181.344, 6.216, 8.796, 18.364
-181.343, 5.922, 8.825, 18.397
-181.343, 5.627, 8.854, 18.430
-181.342, 5.331, 8.883, 18.463
-181.341, 5.035, 8.912, 18.496
-181.340, 4.737, 8.941, 18.529
-181.340, 4.438, 8.971, 18.562
-181.339, 4.138, 9.000, 18.595
-181.338, 3.838, 9.030, 18.628
-181.337, 3.536, 9.059, 18.661
-181.337, 3.233, 9.089, 18.694
-181.336, 2.929, 9.119, 18.727
-181.335, 2.625, 9.149, 18.760
-181.334, 2.319, 9.179, 18.793
-181.333, 2.012, 9.209, 18.826
-181.333, 1.704, 9.239, 18.859
-181.332, 1.396, 9.269, 18.892
-181.331, 1.086, 9.300, 18.925
-181.330, 0.775, 9.330, 18.958
-181.329, 0.463, 9.361, 18.991
-181.328, 0.151, 9.391, 19.024
-181.328, -0.163, 9.422, 19.057
